   2.00000000       4.99999146E-07   3.60000399E-07   9.09999926E-07
   3.00000000       7.40000985E-07   7.39998654E-07   6.30000159E-07
   4.00000000       1.36999881E-06   1.47000185E-06   5.89999843E-07
   5.00000000       2.78000016E-06   2.59000103E-06   9.30000112E-07
   6.00000000       4.03000286E-06   4.06999607E-06   1.11999918E-06
   7.00000000       6.45999808E-06   6.53000097E-06   1.44999944E-06
   8.00000000       9.84999861E-06   1.00300040E-05   1.55000021E-06
   9.00000000       1.39699969E-05   1.35699938E-05   2.34000390E-06
   10.0000000       9.09999926E-06   8.69000360E-06   1.10000371E-06
   11.0000000       1.14000031E-05   1.14399936E-05   2.12000691E-06
   12.0000000       1.17299896E-05   1.11800064E-05   1.73999001E-06
   13.0000000       1.88499871E-05   1.75300047E-05   1.94998461E-06
   14.0000000       2.19599897E-05   1.86599973E-05   1.68999657E-06
   15.0000000       2.51800011E-05   2.78699954E-05   2.41998578E-06
   16.0000000       3.46099951E-05   3.00199918E-05   3.28000624E-06
   17.0000000       3.88100016E-05   3.52000061E-05   3.37000938E-06
   18.0000000       4.06399740E-05   4.27500163E-05   5.18001616E-06
   19.0000000       4.67000173E-05   4.95800377E-05   4.96000030E-06
   20.0000000       5.20300127E-05   5.59400032E-05   4.16003149E-06
   21.0000000       5.94600278E-05   6.01900356E-05   5.90994932E-06
   22.0000000       7.15100032E-05   7.03399637E-05   6.69993460E-06
   23.0000000       7.74599612E-05   8.07599718E-05   8.66003302E-06
   24.0000000       9.02299580E-05   9.20501334E-05   7.97987013E-06
   25.0000000       1.06119958E-04   1.06099993E-04   1.03899838E-05
   26.0000000       1.12059861E-04   1.16979929E-04   1.04200844E-05
   27.0000000       1.34479997E-04   1.31619876E-04   1.26598779E-05
   28.0000000       1.48980020E-04   1.39690048E-04   1.19701026E-05
   29.0000000       1.59809890E-04   1.59899893E-04   1.52099128E-05
   30.0000000       1.71389882E-04   1.68999730E-04   1.24999879E-05
   31.0000000       1.88280042E-04   1.87529920E-04   1.73500175E-05
   32.0000000       2.10489932E-04   2.05709934E-04   1.48001309E-05
   33.0000000       2.35629981E-04   2.30459875E-04   1.75800924E-05
   34.0000000       2.46100128E-04   2.55030085E-04   1.76000594E-05
   35.0000000       2.77590152E-04   2.75120139E-04   2.05701581E-05
   36.0000000       3.04660207E-04   3.09539435E-04   2.02900173E-05
   37.0000000       3.24770226E-04   3.26219801E-04   2.27499004E-05
   38.0000000       3.53019830E-04   3.47610126E-04   2.41100788E-05
   39.0000000       3.77799879E-04   3.70310532E-04   2.30902442E-05
   40.0000000       4.09380184E-04   4.12789581E-04   2.29102370E-05
   41.0000000       4.34229965E-04   4.37350274E-04   2.59006029E-05
   42.0000000       4.68950282E-04   4.64189041E-04   2.72798534E-05
   43.0000000       5.00179536E-04   5.01860399E-04   3.72004506E-05
   44.0000000       5.50730212E-04   5.44140348E-04   2.78306015E-05
   45.0000000       5.49129269E-04   5.41830086E-04   3.25405599E-05
   46.0000000       5.81109547E-04   5.70129137E-04   3.21292864E-05
   47.0000000       6.21490472E-04   6.06809859E-04   3.92198563E-05
   48.0000000       6.57689583E-04   6.57320023E-04   3.79800804E-05
   49.0000000       7.02720892E-04   6.97469688E-04   4.12797926E-05
   50.0000000       7.40969204E-04   7.39181065E-04   3.92985348E-05
   51.0000000       7.68730650E-04   7.68859405E-04   5.10978716E-05
   52.0000000       8.39118962E-04   8.39700690E-04   4.23502934E-05
   53.0000000       8.73959041E-04   8.68651841E-04   5.36704065E-05
   54.0000000       9.25130851E-04   9.21678555E-04   4.50682637E-05
   55.0000000       9.68570705E-04   9.61680431E-04   6.35313991E-05
   56.0000000       1.02716917E-03   1.01961137E-03   5.45501716E-05
   57.0000000       1.06322998E-03   1.08650920E-03   6.72888782E-05
   58.0000000       1.12012867E-03   1.15993980E-03   5.97810758E-05
   59.0000000       1.20136980E-03   1.16280792E-03   6.71505913E-05
   60.0000000       1.22713810E-03   1.23116968E-03   5.89370720E-05
   61.0000000       1.30619050E-03   1.29048829E-03   7.34901405E-05
   62.0000000       1.34035107E-03   1.33402343E-03   6.66713750E-05
   63.0000000       1.46256923E-03   1.41035556E-03   7.92884821E-05
   64.0000000       1.50450226E-03   1.52793888E-03   7.27605802E-05
   65.0000000       1.59635069E-03   1.59169198E-03   8.77904895E-05
   66.0000000       1.62678247E-03   1.62523752E-03   8.08429686E-05
   67.0000000       1.72979827E-03   1.73473835E-03   9.47713852E-05
   68.0000000       1.82183739E-03   1.83277135E-03   8.63409077E-05
   69.0000000       1.89795019E-03   1.87708857E-03   1.02529528E-04
   70.0000000       1.98601722E-03   1.97088253E-03   9.32788826E-05
   71.0000000       2.01875204E-03   2.02997215E-03   1.09257700E-04
   72.0000000       2.09210394E-03   2.09250441E-03   9.76657902E-05
   73.0000000       2.21169461E-03   2.17495929E-03   1.17101670E-04
   74.0000000       2.25629797E-03   2.25670822E-03   1.01604463E-04
   75.0000000       2.41285330E-03   2.66573904E-03   1.42612451E-04
   76.0000000       3.00200470E-03   2.84704217E-03   1.30786895E-04
   77.0000000       2.84802448E-03   2.73254397E-03   1.37128824E-04
   78.0000000       2.91535375E-03   3.32776061E-03   1.46598817E-04
   79.0000000       3.40225222E-03   3.62162595E-03   1.95512766E-04
   80.0000000       3.12040327E-03   3.46938125E-03   1.66950224E-04
   81.0000000       3.69501114E-03   3.70779983E-03   1.88999169E-04
   82.0000000       3.79461283E-03   3.67854116E-03   1.52740482E-04
   83.0000000       3.50667001E-03   3.28401569E-03   1.72138214E-04
   84.0000000       3.67963780E-03   3.45647801E-03   1.52511595E-04
   85.0000000       4.00952343E-03   4.29956429E-03   2.37751010E-04
   86.0000000       4.67700977E-03   4.58164234E-03   2.30731966E-04
   87.0000000       4.80928412E-03   4.10232553E-03   2.58750923E-04
   88.0000000       4.43420419E-03   4.17942042E-03   1.91383355E-04
   89.0000000       4.44862386E-03   4.10581566E-03   2.30979917E-04
   90.0000000       4.53813560E-03   4.55457671E-03   2.23407740E-04
   91.0000000       4.66760620E-03   4.70804237E-03   2.36167907E-04
   92.0000000       4.67998488E-03   4.74412926E-03   2.10704806E-04
   93.0000000       5.16429916E-03   4.90962993E-03   2.95581820E-04
   94.0000000       5.18898014E-03   4.96639265E-03   2.08492274E-04
   95.0000000       5.13851177E-03   5.10517135E-03   2.67753610E-04
   96.0000000       5.61000826E-03   5.88001264E-03   2.41432193E-04
   97.0000000       6.03170414E-03   6.02348335E-03   3.40290077E-04
   98.0000000       6.20088587E-03   6.17298111E-03   2.71682744E-04
   99.0000000       6.32657995E-03   6.27460470E-03   3.19442741E-04
   100.000000       6.60543423E-03   6.51123049E-03   2.66723626E-04
