   2.00000000       2.96666599E-07   3.83333145E-07   4.76666429E-07
   3.00000000       6.60000353E-07   5.73333068E-07   5.40000258E-07
   4.00000000       1.20333323E-06   1.28999977E-06   4.96666587E-07
   5.00000000       2.05666765E-06   2.06666687E-06   6.93332424E-07
   6.00000000       3.26666668E-06   3.23333302E-06   9.93334652E-07
   7.00000000       4.13999896E-06   3.90000014E-06   8.63332900E-07
   8.00000000       6.07999982E-06   5.62666582E-06   1.06666550E-06
   9.00000000       7.58333454E-06   6.18999820E-06   8.53333631E-07
   10.0000000       7.75666922E-06   7.25333257E-06   9.16663566E-07
   11.0000000       1.17833288E-05   1.13033320E-05   1.41666578E-06
   12.0000000       1.41033279E-05   1.43400084E-05   1.64667767E-06
   13.0000000       1.75533314E-05   1.57799950E-05   1.59667184E-06
   14.0000000       1.97833397E-05   2.12133182E-05   2.26999327E-06
   15.0000000       2.38000102E-05   2.37266722E-05   3.04666651E-06
   16.0000000       2.87933399E-05   3.11299918E-05   2.65665358E-06
   17.0000000       3.76399839E-05   3.80966558E-05   4.04000275E-06
   18.0000000       4.25333274E-05   4.30200016E-05   3.61333286E-06
   19.0000000       5.02233197E-05   5.42566668E-05   5.70997599E-06
   20.0000000       5.51700105E-05   5.97833605E-05   5.58331612E-06
   21.0000000       6.58766949E-05   6.25299945E-05   6.90658908E-06
   22.0000000       7.57866073E-05   7.84700096E-05   5.58008742E-06
   23.0000000       8.78333085E-05   8.53866368E-05   9.09666232E-06
   24.0000000       9.37900913E-05   8.97299251E-05   7.89334354E-06
   25.0000000       9.96499293E-05   1.07716623E-04   9.43332907E-06
   26.0000000       1.17440126E-04   1.26986706E-04   1.03366374E-05
   27.0000000       1.35626789E-04   1.32760004E-04   1.19066235E-05
   28.0000000       1.47929983E-04   1.45969985E-04   1.14132963E-05
   29.0000000       1.62573459E-04   1.62610013E-04   1.38167543E-05
   30.0000000       1.78693328E-04   1.80396630E-04   1.38733785E-05
   31.0000000       2.03936695E-04   2.06883356E-04   1.73401841E-05
   32.0000000       2.23870273E-04   2.25040116E-04   1.29433474E-05
   33.0000000       2.47393444E-04   2.40986745E-04   1.77733109E-05
   34.0000000       2.57433654E-04   2.60090019E-04   1.87067199E-05
   35.0000000       3.05136840E-04   2.94123107E-04   1.99298065E-05
   36.0000000       3.23460088E-04   3.13100027E-04   2.08330148E-05
   37.0000000       3.60596168E-04   3.60813137E-04   2.32330949E-05
   38.0000000       3.70713067E-04   3.69683898E-04   2.19305348E-05
